,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
178,0,3,0,5.0,11,37.77085,-122.44811,15,1,2,2.0,1.0,1.0,4,1.0,409.0,89.0,10.0,10.0,10.0,10.0,10.0,9.0,78.0
179,0,1,0,1.0,1,37.74382,-122.41773,15,0,2,1.0,1.0,1.0,4,5.0,49.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,147.0
180,0,0,0,2.0,21,37.72652,-122.43468,15,1,2,2.0,1.0,2.0,4,2.0,85.0,91.0,9.0,8.0,10.0,10.0,8.0,9.0,75.0
181,0,3,0,12.0,11,37.76468,-122.44523,1,0,4,1.0,0.0,3.0,4,30.0,42.0,94.0,9.0,8.0,10.0,10.0,10.0,9.0,110.0
182,0,3,0,5.0,11,37.77042,-122.45019,15,1,2,2.0,1.0,1.0,4,1.0,369.0,89.0,10.0,9.0,10.0,10.0,10.0,9.0,78.0
183,0,0,0,2.0,22,37.77579,-122.50702,15,1,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,162.0
185,1,1,0,1.0,16,37.75632,-122.40478,15,0,2,1.0,1.0,1.0,4,2.0,68.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,145.0
186,0,0,0,1.0,16,37.76097,-122.42313,1,1,2,1.0,1.0,1.0,4,2.0,375.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,115.0
187,1,1,0,1.0,2,37.7684,-122.43086,1,1,2,1.0,1.0,1.0,4,3.0,178.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
188,0,0,1,20.0,8,37.79341,-122.4034,13,2,3,1.0,1.0,3.0,4,1.0,319.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,45.0
189,1,3,0,4.0,1,37.73819,-122.41566,1,0,4,1.0,1.0,1.0,4,30.0,18.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,135.0
191,1,1,0,5.0,18,37.75565,-122.44022,1,0,4,1.0,1.0,2.0,4,30.0,75.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
192,0,3,0,1.0,13,37.75855,-122.46444,11,0,2,1.0,1.0,2.0,4,30.0,113.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,99.0
194,0,0,0,1.0,35,37.78282,-122.44647,1,0,4,1.0,1.0,1.0,4,31.0,24.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,81.0
195,0,1,1,4.0,29,37.80301,-122.41581,8,1,3,2.0,1.0,2.0,4,2.0,189.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
196,1,3,1,1.0,25,37.74174,-122.50435,11,0,4,1.0,1.0,1.0,4,3.0,183.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,135.0
197,0,0,1,20.0,8,37.79271,-122.40383,13,2,4,0.0,1.0,4.0,4,1.0,301.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,45.0
198,1,3,0,1.0,31,37.77499,-122.40635,1,0,2,1.0,1.0,1.0,4,3.0,53.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,160.0
199,1,3,0,5.0,2,37.75967,-122.44257,20,0,5,1.0,2.0,3.0,4,120.0,16.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,175.0
200,0,3,1,2.0,3,37.79532,-122.40863,1,0,4,1.0,2.0,2.0,4,30.0,70.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,135.0
201,1,1,0,41.0,6,37.78304,-122.41942,8,0,2,1.0,1.0,1.0,4,30.0,8.0,90.0,10.0,9.0,9.0,9.0,8.0,8.0,138.0
202,0,3,0,1.0,26,37.75889,-122.39539,8,0,5,1.0,3.0,3.0,4,6.0,21.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,280.0
203,1,3,1,1.0,2,37.76188,-122.44215,8,1,2,1.0,1.0,1.0,4,1.0,540.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0
204,1,1,1,1.0,12,37.77579,-122.45504,11,1,1,1.0,1.0,1.0,4,2.0,273.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
205,0,1,0,4.0,1,37.7435,-122.40805,15,1,2,1.0,1.0,1.0,4,2.0,15.0,91.0,10.0,10.0,10.0,10.0,9.0,9.0,75.0
206,0,1,1,2.0,19,37.80134,-122.40714,1,1,2,1.0,1.0,1.0,2,2.0,299.0,87.0,9.0,8.0,9.0,9.0,10.0,8.0,89.0
207,0,0,1,20.0,8,37.7947,-122.40374,13,2,1,1.0,1.0,1.0,4,1.0,199.0,92.0,10.0,9.0,10.0,9.0,10.0,9.0,45.0
208,0,0,1,20.0,8,37.79441,-122.40473,13,2,5,1.0,1.0,5.0,4,1.0,196.0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,45.0
209,0,3,0,44.0,13,37.7647,-122.45368,1,0,2,1.0,1.0,2.0,4,30.0,13.0,90.0,9.0,9.0,10.0,9.0,9.0,9.0,114.0
210,1,1,0,41.0,6,37.78322,-122.42025,8,0,2,1.0,0.0,1.0,4,30.0,1.0,80.0,10.0,10.0,8.0,10.0,6.0,6.0,138.0
212,0,3,0,1.0,11,37.76711,-122.45151,1,0,2,1.0,1.0,1.0,4,2.0,112.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,250.0
213,1,1,0,1.0,2,37.76639,-122.42926,8,1,2,1.0,1.0,1.0,4,3.0,184.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
214,1,1,0,1.0,31,37.77641,-122.40454,8,0,3,1.0,1.0,1.0,4,30.0,100.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,133.0
216,1,3,0,2.0,26,37.75612,-122.39967,8,0,4,2.0,2.0,2.0,4,4.0,32.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,325.0
217,0,2,0,1.0,23,37.75346,-122.50358,15,1,2,1.0,1.0,1.0,4,3.0,61.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,89.0
218,1,3,0,1.0,16,37.76833,-122.42592,1,1,1,1.0,1.0,1.0,0,2.0,46.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,95.0
219,1,3,0,1.0,21,37.72681,-122.43419,11,0,3,1.0,1.0,2.0,4,3.0,323.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
222,1,1,0,1.0,18,37.74334,-122.42932,12,0,2,1.0,1.0,1.0,4,30.0,209.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,111.0
223,0,1,0,1.0,15,37.79921,-122.43191,15,0,2,1.0,1.0,1.0,4,3.0,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
224,0,0,0,1.0,24,37.79586,-122.43035,1,1,1,1.0,1.0,1.0,4,30.0,1.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
225,0,0,1,31.0,2,37.76288,-122.43815,20,0,4,2.0,2.0,2.0,4,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,210.0
226,1,3,0,1.0,16,37.75395,-122.41917,1,1,2,2.0,2.0,1.0,4,3.0,104.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,145.0
227,1,1,0,2.0,2,37.76275,-122.44252,8,0,8,2.0,3.0,4.0,4,5.0,13.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,475.0
228,1,1,0,2.0,21,37.73225,-122.43614,15,0,6,2.0,2.0,3.0,4,3.0,59.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,300.0
229,1,3,0,1.0,26,37.75971,-122.38833,1,0,2,1.0,1.0,1.0,4,2.0,169.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,190.0
230,0,3,0,41.0,7,37.73096,-122.42378,15,1,2,1.0,1.0,1.0,4,30.0,18.0,82.0,8.0,8.0,9.0,9.0,8.0,8.0,45.0
231,0,3,1,1.0,2,37.76267,-122.43919,1,0,4,1.0,1.0,2.0,4,2.0,128.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,299.0
232,0,3,0,41.0,7,37.7303,-122.42464,15,1,1,1.0,1.0,1.0,4,30.0,8.0,100.0,9.0,9.0,10.0,10.0,9.0,10.0,30.0
233,0,3,0,1.0,23,37.75737,-122.50619,15,0,6,2.0,2.0,4.0,0,3.0,196.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,279.0
234,0,1,0,1.0,16,37.76259,-122.41748,1,0,2,1.0,1.0,1.0,4,30.0,57.0,98.0,9.0,10.0,10.0,9.0,9.0,9.0,160.0
235,0,1,0,1.0,18,37.75131,-122.437,15,0,2,1.0,1.0,1.0,4,7.0,53.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,159.0
236,0,0,1,2.0,19,37.79954,-122.40679,1,0,4,1.0,1.0,2.0,4,30.0,109.0,89.0,9.0,9.0,9.0,10.0,9.0,8.0,170.0
239,0,1,0,12.0,35,37.77612,-122.43292,1,0,4,1.0,1.0,2.0,4,30.0,13.0,88.0,9.0,7.0,10.0,10.0,10.0,9.0,100.0
240,0,3,0,12.0,11,37.76641,-122.44667,1,0,2,1.0,0.0,1.0,4,30.0,26.0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,90.0
241,0,3,0,1.0,16,37.7667,-122.41992,1,0,3,1.0,1.0,1.0,4,2.0,10.0,91.0,9.0,10.0,10.0,10.0,9.0,8.0,150.0
242,0,3,1,2.0,7,37.72606,-122.43232,15,1,1,1.0,1.0,1.0,0,2.0,60.0,98.0,10.0,9.0,10.0,10.0,9.0,10.0,48.0
243,1,1,0,1.0,16,37.76065,-122.42414,1,0,4,1.0,2.0,2.0,4,4.0,108.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,315.0
244,0,3,0,2.0,35,37.78633,-122.43217,1,0,2,1.0,1.0,1.0,4,30.0,34.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,139.0
245,0,1,1,1.0,31,37.78278,-122.39337,17,0,2,1.0,1.0,1.0,4,30.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
246,0,3,0,4.0,11,37.76892,-122.44615,1,0,6,1.0,3.0,3.0,4,30.0,111.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,189.0
247,0,3,0,1.0,16,37.76592,-122.40628,15,0,2,1.0,1.0,1.0,4,2.0,49.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,295.0
248,1,1,0,1.0,2,37.76295,-122.44259,9,1,1,1.0,1.0,1.0,4,3.0,158.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
249,1,3,0,4.0,15,37.80432,-122.44601,8,1,3,1.0,1.0,1.0,4,2.0,127.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
250,0,3,0,2.0,35,37.78525,-122.43051,1,1,1,1.0,1.0,1.0,4,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
252,1,1,0,1.0,2,37.76479,-122.43611,1,0,8,3.0,3.0,5.0,4,30.0,11.0,95.0,9.0,8.0,10.0,10.0,10.0,9.0,119.0
253,0,3,0,1.0,1,37.74271,-122.41955,8,0,4,1.0,1.0,2.0,4,3.0,30.0,95.0,9.0,8.0,10.0,10.0,9.0,9.0,160.0
254,1,3,1,1.0,11,37.77307,-122.44293,11,0,4,1.0,1.0,2.0,4,3.0,326.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,190.0
255,1,0,0,2.0,18,37.74603,-122.43715,15,1,2,1.0,1.0,1.0,4,2.0,146.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
256,0,3,0,4.0,16,37.75711,-122.40963,15,1,1,1.0,3.0,1.0,4,30.0,38.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,79.0
257,1,0,0,3.0,2,37.76174,-122.44339,1,1,2,1.0,1.0,1.0,4,2.0,340.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
258,0,3,0,41.0,7,37.72965,-122.42539,15,1,2,1.0,1.0,2.0,4,30.0,19.0,67.0,7.0,7.0,8.0,8.0,7.0,7.0,40.0
259,0,3,0,41.0,7,37.73019,-122.42317,15,1,2,1.0,1.0,1.0,4,30.0,25.0,82.0,8.0,8.0,9.0,9.0,8.0,8.0,40.0
260,1,1,1,3.0,2,37.75813,-122.4355,1,0,3,1.0,1.0,1.0,4,2.0,189.0,90.0,10.0,9.0,10.0,10.0,10.0,9.0,115.0
261,1,3,1,2.0,2,37.76079,-122.43447,1,0,5,1.0,2.0,3.0,4,30.0,175.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,270.0
262,0,1,1,1.0,7,37.72636,-122.43342,1,1,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
264,0,3,0,1.0,8,37.79178,-122.39502,1,0,4,2.0,2.0,2.0,4,30.0,1.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
265,1,1,0,6.0,28,37.78144,-122.45635,12,0,2,1.0,1.0,1.0,4,2.0,223.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,135.0
267,0,3,0,2.0,16,37.75139,-122.41194,15,0,2,1.0,1.0,1.0,4,31.0,85.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
268,0,3,0,1.0,16,37.75131,-122.40795,15,1,1,1.0,1.0,2.0,2,3.0,94.0,91.0,10.0,9.0,10.0,10.0,10.0,10.0,70.0
270,0,1,0,1.0,11,37.76648,-122.44542,11,0,2,1.0,1.0,1.0,4,3.0,229.0,92.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
271,1,1,1,3.0,1,37.74498,-122.41927,15,1,2,1.0,1.0,1.0,4,1.0,159.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,102.0
272,1,1,0,2.0,26,37.76196,-122.39411,11,0,2,1.0,1.0,0.0,4,4.0,111.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
273,0,1,0,1.0,1,37.74248,-122.41069,1,0,4,1.0,0.0,2.0,4,6.0,357.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,149.0
274,0,1,0,1.0,31,37.7805,-122.40934,1,0,3,1.0,1.0,1.0,4,3.0,30.0,98.0,10.0,9.0,10.0,10.0,9.0,10.0,150.0
277,0,3,0,1.0,18,37.74987,-122.44027,1,0,5,2.0,2.0,2.0,4,30.0,72.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,189.0
278,1,1,0,9.0,24,37.79363,-122.42493,1,0,2,1.0,1.0,1.0,4,30.0,19.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,130.0
279,1,1,0,41.0,6,37.78217,-122.42038,1,0,2,1.0,0.0,1.0,4,30.0,9.0,100.0,10.0,10.0,10.0,10.0,8.0,9.0,114.0
280,0,1,0,3.0,16,37.76318,-122.40708,1,1,2,1.0,1.0,1.0,4,3.0,132.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
281,1,1,0,1.0,35,37.77044,-122.43599,1,0,2,1.0,1.0,1.0,4,3.0,83.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,289.0
282,0,3,0,4.0,16,37.75635,-122.40996,11,0,4,1.0,1.0,3.0,4,1.0,19.0,96.0,10.0,10.0,9.0,10.0,10.0,10.0,106.0
284,1,0,1,6.0,16,37.75906,-122.40761,1,1,1,1.0,1.0,1.0,4,31.0,12.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,80.0
285,0,0,0,3.0,22,37.78135,-122.48266,1,0,2,1.0,1.0,1.0,4,3.0,191.0,89.0,9.0,9.0,10.0,10.0,9.0,9.0,125.0
286,1,1,0,41.0,6,37.78321,-122.41969,1,0,2,1.0,1.0,1.0,4,30.0,8.0,95.0,9.0,10.0,10.0,9.0,9.0,8.0,124.0
290,1,1,1,1.0,22,37.77884,-122.50535,8,1,2,2.0,1.0,1.0,4,2.0,229.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,128.0
293,0,1,0,1.0,35,37.7748,-122.42711,1,0,2,1.0,1.0,1.0,4,30.0,19.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
294,1,3,0,1.0,23,37.75925,-122.50893,15,0,6,2.0,2.0,4.0,4,4.0,106.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,286.0
296,1,3,0,4.0,9,37.74054,-122.43121,1,0,5,2.0,3.0,3.0,4,30.0,6.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,190.0
297,0,3,0,12.0,35,37.77407,-122.4331,1,0,7,1.0,1.0,5.0,4,30.0,20.0,89.0,9.0,8.0,9.0,10.0,10.0,8.0,110.0
299,0,3,0,1.0,19,37.8059,-122.41803,1,0,3,1.0,2.0,2.0,4,30.0,44.0,96.0,9.0,10.0,9.0,9.0,10.0,9.0,170.0
300,1,1,0,3.0,35,37.77346,-122.42917,15,1,2,3.0,1.0,1.0,4,1.0,51.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,89.0
302,0,3,0,1.0,7,37.72594,-122.43327,8,0,4,2.0,2.0,3.0,4,6.0,12.0,100.0,10.0,9.0,10.0,10.0,9.0,10.0,225.0
303,0,0,1,31.0,29,37.80041,-122.41569,20,0,2,1.0,0.0,1.0,4,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,148.0
304,1,1,1,1.0,25,37.73853,-122.47166,1,0,2,1.0,1.0,2.0,4,2.0,391.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
305,1,3,1,1.0,1,37.74687,-122.40964,11,0,2,1.0,1.0,1.0,4,3.0,190.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
308,1,0,1,2.0,16,37.76731,-122.42542,8,1,2,1.0,1.0,1.0,4,1.0,240.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
310,1,1,1,1.0,7,37.72376,-122.42926,15,1,4,1.0,2.0,3.0,4,2.0,53.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,90.0
312,0,1,0,1.0,2,37.75756,-122.4364,11,0,2,1.0,0.0,1.0,4,1.0,224.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0
313,1,1,0,2.0,1,37.73962,-122.41484,15,0,6,2.0,3.0,4.0,4,3.0,18.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,230.0
314,0,1,0,1.0,1,37.73895,-122.41274,1,0,4,1.0,2.0,2.0,4,2.0,22.0,95.0,10.0,9.0,9.0,9.0,10.0,9.0,195.0
315,0,3,0,1.0,26,37.756,-122.40022,1,0,6,2.0,3.0,3.0,4,4.0,21.0,88.0,9.0,9.0,10.0,10.0,9.0,9.0,205.0
316,1,3,0,1.0,16,37.76099,-122.42183,1,0,2,1.0,1.0,1.0,4,30.0,179.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,125.0
317,1,1,1,1.0,18,37.75613,-122.44066,8,1,6,2.0,3.0,3.0,4,3.0,207.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,399.0
318,1,1,0,1.0,2,37.76214,-122.43148,11,0,2,1.0,1.0,1.0,4,3.0,227.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,205.0
319,0,1,0,2.0,35,37.77296,-122.43497,8,0,5,2.0,3.0,3.0,4,2.0,34.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,350.0
320,0,0,0,2.0,35,37.77144,-122.4347,1,1,2,1.0,1.0,1.0,4,4.0,96.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,115.0
321,0,3,0,2.0,22,37.77985,-122.48478,1,0,4,1.0,1.0,2.0,4,3.0,120.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,120.0
323,0,3,0,2.0,26,37.76197,-122.40365,1,0,3,1.0,1.0,0.0,4,30.0,126.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,170.0
324,0,3,0,2.0,16,37.76348,-122.40546,8,0,5,1.0,2.0,2.0,4,30.0,17.0,100.0,9.0,9.0,10.0,10.0,9.0,9.0,300.0
325,1,1,0,1.0,16,37.75853,-122.42387,1,0,2,1.0,1.0,1.0,2,4.0,180.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
326,1,3,0,2.0,16,37.74946,-122.40917,15,0,4,2.0,2.0,2.0,4,2.0,51.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,285.0
327,1,3,0,4.0,11,37.77166,-122.43826,1,0,2,1.0,1.0,1.0,4,30.0,103.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,220.0
328,1,3,0,4.0,11,37.77244,-122.43789,1,0,6,2.0,2.0,3.0,4,30.0,115.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,350.0
329,1,3,0,3.0,15,37.80594,-122.43783,8,0,2,1.0,0.0,1.0,4,2.0,67.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,269.0
331,0,1,0,1.0,32,37.75081,-122.44524,1,0,4,1.0,1.0,1.0,4,365.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
332,0,3,0,8.0,8,37.78952,-122.39595,15,0,8,2.0,2.0,3.0,4,31.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,350.0
333,0,1,0,1.0,18,37.74395,-122.43253,15,0,5,1.0,2.0,3.0,4,3.0,15.0,89.0,10.0,8.0,10.0,10.0,10.0,9.0,260.0
334,0,3,0,2.0,11,37.77144,-122.44433,1,0,2,1.0,1.0,1.0,4,30.0,66.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,110.0
335,1,1,1,9.0,26,37.75933,-122.40367,15,1,2,2.0,1.0,1.0,4,2.0,293.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
337,1,3,0,1.0,29,37.80299,-122.42447,1,0,2,1.0,1.0,1.0,4,31.0,79.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
338,0,1,0,1.0,16,37.75981,-122.42447,1,0,7,1.0,3.0,4.0,4,3.0,35.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,425.0
340,0,3,0,1.0,17,37.79476,-122.422,1,1,2,2.0,1.0,1.0,4,50.0,17.0,98.0,10.0,9.0,10.0,10.0,10.0,9.0,125.0
343,0,3,0,41.0,7,37.72988,-122.42673,15,1,2,1.0,1.0,1.0,4,30.0,15.0,89.0,8.0,8.0,9.0,9.0,8.0,9.0,43.0
345,0,4,0,35.0,2,37.75643,-122.43411,11,0,2,1.0,1.0,2.0,4,30.0,5.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,105.0
346,1,3,0,1.0,35,37.77179,-122.42861,15,1,2,1.0,1.0,1.0,4,1.0,273.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,119.0
347,1,3,1,4.0,17,37.79709,-122.41033,1,1,1,1.0,1.0,1.0,4,30.0,85.0,97.0,10.0,10.0,9.0,10.0,10.0,9.0,140.0
348,1,1,0,5.0,22,37.77619,-122.48231,11,0,2,1.0,1.0,1.0,4,1.0,677.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0
350,1,3,0,2.0,18,37.74416,-122.43598,11,0,2,1.0,1.0,1.0,4,3.0,70.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
351,0,3,1,1.0,16,37.7605,-122.42317,1,0,3,1.0,2.0,2.0,4,3.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
352,0,3,0,1.0,12,37.77822,-122.45813,15,0,5,2.0,3.0,3.0,4,3.0,20.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,450.0
353,1,1,1,1.0,1,37.74521,-122.41938,15,1,3,1.0,2.0,2.0,4,4.0,170.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
354,1,3,0,4.0,16,37.76149,-122.40874,1,1,4,2.0,2.0,2.0,4,4.0,150.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,103.0
355,0,1,0,1.0,19,37.80043,-122.40543,1,0,4,1.0,1.0,3.0,4,2.0,16.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
356,1,1,0,2.0,18,37.74472,-122.43699,15,1,2,1.0,1.0,1.0,4,2.0,559.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
357,1,3,0,1.0,21,37.73279,-122.43701,15,1,1,1.0,1.0,1.0,4,2.0,327.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,68.0
359,0,1,0,3.0,26,37.76186,-122.4037,1,1,1,1.0,1.0,1.0,4,4.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
361,0,3,1,2.0,11,37.77558,-122.4406,1,1,1,1.0,1.0,1.0,4,2.0,61.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,93.0
362,1,1,1,1.0,15,37.80172,-122.43501,1,0,5,1.0,3.0,3.0,4,3.0,286.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,139.0
364,1,3,1,2.0,18,37.74555,-122.43384,1,0,2,1.0,1.0,1.0,4,2.0,482.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,99.0
365,1,1,0,5.0,22,37.77632,-122.48067,11,0,2,1.0,1.0,1.0,4,1.0,602.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,69.0
366,1,3,1,1.0,16,37.76157,-122.42186,15,0,6,1.0,2.0,4.0,4,2.0,68.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0
367,1,3,0,4.0,18,37.75036,-122.42621,15,1,2,1.0,1.0,1.0,4,3.0,192.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,105.0
368,0,1,0,2.0,1,37.74663,-122.41696,15,0,2,1.0,1.0,2.0,4,7.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,195.0
369,0,3,0,4.0,16,37.75731,-122.40954,15,1,1,2.0,3.0,1.0,4,3.0,34.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,72.0
370,0,3,0,44.0,11,37.76613,-122.45252,1,0,2,1.0,1.0,2.0,4,30.0,18.0,83.0,9.0,9.0,9.0,9.0,9.0,8.0,121.0
373,1,1,0,9.0,24,37.79384,-122.42436,1,1,1,1.0,1.0,1.0,4,30.0,95.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,63.0
374,1,1,1,9.0,26,37.75943,-122.40398,15,1,2,2.0,1.0,1.0,4,2.0,261.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,121.0
375,0,3,0,1.0,35,37.77448,-122.43359,1,0,2,1.0,1.0,1.0,4,30.0,59.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,95.0
378,0,3,0,1.0,1,37.74748,-122.40821,1,2,2,1.0,1.0,1.0,2,30.0,53.0,90.0,9.0,9.0,10.0,10.0,9.0,9.0,79.0
380,0,3,0,2.0,3,37.79527,-122.40925,1,0,6,1.0,3.0,4.0,4,7.0,66.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,450.0
381,1,1,0,7.0,31,37.77528,-122.40772,17,0,2,1.0,1.0,2.0,4,30.0,106.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,249.0
382,0,1,0,1.0,16,37.75517,-122.40377,1,0,4,1.0,1.0,2.0,4,3.0,34.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,175.0
383,1,1,0,2.0,31,37.78111,-122.40597,8,0,4,1.0,1.0,1.0,4,30.0,37.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,123.0
